1,1,1,1,1
5.3798,6.2675,5.6398,4.4687,5.4894
0.93108,6.2202,6.1512,4.6225,5.4684
1.4988,5.9365,0.31179,5.096,5.2327
1.3204,5.6475,0.27783,5.5101,4.8977
1.1297,5.3585,0.14997,5.5091,4.5992
0.63335,5.1058,0.016329,5.4557,4.5531
6.2704,5.1019,6.176,5.3976,4.5198
5.8442,5.1334,6.2212,5.3672,4.483
5.8541,5.841,0.0074832,5.8102,4.4667
5.8366,1.369,6.1265,0.038528,4.7803
5.8202,1.4393,5.8402,0.34686,5.2539
5.8123,1.2589,5.5511,0.2377,5.5491
5.618,1.0142,5.2624,0.1061,5.4906
5.3963,0.41797,5.0808,6.2516,5.4383
5.3102,6.055,5.1124,6.1748,5.3685
5.3198,5.8488,5.1439,6.2443,5.4693
5.3854,5.8509,0.24447,6.2749,5.9807
5.4402,5.8294,1.5582,6.032,0.20902
5.4595,5.8233,1.3798,5.7438,0.31421
5.7422,5.7658,1.1953,5.4548,0.19383
6.0641,5.5441,0.84873,5.1663,0.062231
0.0052241,5.345,0.20259,5.0913,6.2016
6.264,5.3041,5.913,5.1229,6.198
6.1329,5.3417,5.8534,5.3798,6.2675
5.9575,5.4072,5.8437,0.93108,6.2202
5.7412,5.4407,5.8223,1.4988,5.9365
5.62,5.5276,5.8315,1.3204,5.6475
6.2712,5.8495,5.6919,1.1297,5.3585
1.9757,6.1714,5.4702,0.63335,5.1058
2.5064,0.014887,5.3163,6.2704,5.1019
2.8289,6.2203,5.3073,5.8442,5.1334
3.1515,6.0892,5.3635,5.8541,5.841
3.4741,5.8696,5.4291,5.8366,1.369
3.7966,5.7008,5.4305,5.8202,1.4393
4.1192,5.5796,5.6349,5.8123,1.2589
4.4418,0.71993,5.9568,5.618,1.0142
4.6766,2.2913,6.2462,5.3963,0.41797
4.4812,2.6139,0.0067617,5.3102,6.055
5.4869,2.9365,6.1766,5.3198,5.8488
0.21558,3.259,6.0308,5.3854,5.8509
6.2656,3.5816,5.7975,5.4402,5.8294
0.5879,3.9042,5.6604,5.4595,5.8233
1.7016,4.2267,5.7967,5.7422,5.7658
2.2865,4.5493,1.4519,6.0641,5.5441
1.8853,4.6086,2.3988,0.0052241,5.345
1.6273,4.6937,2.7214,6.264,5.3041
1.3655,5.8835,3.044,6.1329,5.3417
1.1007,0.25644,3.3666,5.9575,5.4072
0.84527,0.014847,3.6891,5.7412,5.4407
0.57931,0.95914,4.0117,5.62,5.5276
0.23652,2.0728,4.3343,6.2712,5.8495
6.1446,2.1288,4.6568,1.9757,6.1714
5.7665,1.7993,4.4529,2.5064,0.014887
0.68397,1.5414,5.0903,2.8289,6.2203
1.2463,1.2757,6.28,3.1515,6.0892
1.0947,1.0156,0.11944,3.4741,5.8696
0.91984,0.76013,0.21667,3.7966,5.7008
0.60592,0.47311,1.3304,4.1192,5.5796
0.43745,0.11357,2.2678,4.4418,0.71993
0.29309,6.0186,1.9951,4.6766,2.2913
0.81176,5.9035,1.7133,4.4812,2.6139
1.3451,1.1094,1.4541,5.4869,2.9365
1.2449,1.1958,1.1874,0.21558,3.259
1.1517,1.0442,0.93041,6.2656,3.5816
0.94594,0.8227,0.67499,0.5879,3.9042
0.42355,0.53369,0.35637,1.7016,4.2267
6.1843,0.38933,6.2707,2.2865,4.5493
5.7248,0.35548,5.8925,1.8853,4.6086
5.7021,1.0952,0.020594,1.6273,4.6937
5.7232,1.3117,1.2968,1.3655,5.8835
5.7436,1.2115,1.1453,1.1007,0.25644
5.7975,1.1324,0.99367,0.84527,0.014847
5.9883,0.77181,0.70226,0.57931,0.95914
6.1983,0.24942,0.48557,0.23652,2.0728
0.04496,6.0102,0.34121,6.1446,2.1288
0.066565,5.6762,0.52837,5.7665,1.7993
0.19269,5.7109,1.2729,0.68397,1.5414
0.31297,5.7293,1.2783,1.2463,1.2757
0.28629,5.7538,1.1781,1.0947,1.0156
5.7943,5.8483,1.0661,0.91984,0.76013
4.9131,6.0583,0.59768,0.60592,0.47311
3.1216,6.2684,0.07529,0.43745,0.11357
1.1497,0.034742,5.8361,0.29309,6.0186
6.0105,0.10861,5.6905,0.81176,5.9035
5.0806,0.23473,5.717,1.3451,1.1094
5.4766,0.34333,5.7354,1.2449,1.1958
0.27077,0.098631,5.766,1.1517,1.0442
1.2447,5.5006,5.9183,0.94594,0.8227
1.4908,4.4676,6.1283,0.42355,0.53369
1.6028,2.3727,0.028435,6.1843,0.38933
1.7105,0.67555,0.041943,5.7248,0.35548
1.922,5.5363,0.15065,5.7021,1.0952
2.8602,5.0991,0.27677,5.7232,1.3117
4.1356,5.8357,0.36786,5.7436,1.2115
3.9847,0.62987,6.0881,5.7975,1.1324
2.0138,1.3971,5.2068,5.9883,0.77181
2.1086,1.531,3.8704,6.1983,0.24942
1.1419,1.6387,1.7154,0.04496,6.0102
5.5315,1.7637,0.20141,0.066565,5.6762
6.0301,2.1223,5.2264,0.19269,5.7109
0.19829,3.2853,5.2311,0.31297,5.7293
0.31915,4.5608,6.1948,0.28629,5.7538
5.7646,2.9834,0.98898,5.7943,5.8483
4.4712,2.0454,1.4461,4.9131,6.0583
3.6488,2.1402,1.5669,3.1216,6.2684
3.7035,0.11198,1.6746,1.1497,0.034742
3.7258,5.6977,1.8342,6.0105,0.10861
3.4915,6.1963,2.435,5.0806,0.23473
1.4615,0.27005,3.7105,5.4766,0.34333
0.71157,0.19181,4.5105,0.27077,0.098631
0.72998,5.3335,2.3264,1.2447,5.5006
2.8177,4.04,2.077,1.4908,4.4676
4.0453,3.6779,1.818,1.6028,2.3727
4.3255,3.7109,5.764,1.7105,0.67555
4.5154,3.7332,5.8639,1.922,5.5363
4.5277,2.9859,0.079298,2.8602,5.0991
4.5615,0.95541,0.2946,4.1356,5.8357
4.5984,0.71771,6.1957,3.9847,0.62987
4.6066,1.081,4.9023,2.0138,1.3971
4.5294,3.5427,3.7659,2.1086,1.531
4.4167,4.1387,3.6961,1.1419,1.6387
4.3524,4.4189,3.7184,5.5315,1.7637
4.3814,4.5185,3.7406,6.0301,2.1223
4.3877,4.5369,2.2237,0.19829,3.2853
4.3884,4.5738,0.70544,0.31915,4.5608
4.3723,4.6059,0.72384,5.7646,2.9834
4.3883,4.5927,1.7769,4.4712,2.0454
4.4214,4.4918,3.9519,3.6488,2.1402
4.4441,4.3792,4.2321,3.7035,0.11198
4.4047,4.3631,4.4822,3.7258,5.6977
4.4361,4.3856,4.5215,3.4915,6.1963
4.4764,4.3887,4.5492,1.4615,0.27005
4.4976,4.3846,4.5861,0.71157,0.19181
4.2546,4.3719,4.6086,0.72998,5.3335
3.8809,4.3993,4.567,2.8177,4.04
2.8723,4.4325,4.4543,4.0453,3.6779
0.85571,4.4341,4.3577,4.3255,3.7109
0.67061,4.4075,4.3739,4.5154,3.7332
0.40119,4.4505,4.3867,4.5277,2.9859
4.4006,4.4853,4.3897,4.5615,0.95541
4.6235,4.4601,4.3785,4.5984,0.71771
5.2539,4.13,4.3772,4.6066,1.081
5.7152,3.7563,4.4104,4.5294,3.5427
5.8352,2.1129,4.4435,4.4167,4.1387
5.9491,0.61958,4.4136,4.3524,4.4189
6.0886,0.69613,4.4218,4.3814,4.5185
6.0378,6.0179,4.4648,4.3877,4.5369
5.5041,4.2032,4.4914,4.3884,4.5738
5.0383,4.8336,4.3791,4.3723,4.6059
5.0483,5.464,4.0054,4.3883,4.5927
